lon,lat
-122.634598878662,47.9348141870403
-122.687958880156,48.1364899052114
-122.477919055787,47.8998167081842
-122.354580848952,47.894817693974
-122.459580587751,47.8164848717549
-122.467909473912,47.6631529159726
-122.367925377972,48.103151868247
-122.5512712284,48.1831530495394
-122.376256195534,48.0481504806192
-122.44290729103,47.5698201028003
-122.392903767882,47.4414876428372
-122.467903518481,47.3198208755576
-122.541254466385,47.3514921812816
-122.634572959206,47.1831527376079
-122.707908695149,47.1198187618893
-122.492939750789,48.3081565721171
-122.599613718112,48.4148250789674
-122.762934002097,47.6981486433951
-122.932925758238,47.3981497747011
-122.541254061671,47.3314922802293
-122.574611897006,48.3814912693882
-122.914600669789,47.1148238283258
-122.956269372813,47.0998238230294
-123.01459153482,47.1398179709897
-122.424575737545,47.7398194965265
-122.57457151539,47.2481533988511
-122.851251774337,47.3064841011583
-122.922922427676,47.2781508243312
-122.926254561682,47.2031512386918
-122.834581682532,47.1531515674098
-122.789579069368,47.1664849490766
-122.552940512809,48.2331545518999
-122.557943976454,48.3564908258714
-122.707924776681,47.2831572595508
-122.667925888034,47.3581571678222
-122.85459879389,47.2581567422854
-122.501244688723,47.7164858813351
-122.852931174114,47.174823638139
-122.634591786698,47.3748241723278
-122.53334838888,48.2700056291472
-122.606248352684,47.5598180548244
-122.417908080948,47.6814864482906
-122.987939390956,47.1564905225286
-122.39790645924,47.6131535166206
-122.626283643414,48.0281532066845
-122.57627691734,47.9548202085504
-122.537904760766,47.2881536184577
-122.822933918397,47.3831556521961
-122.561239483668,47.3164865548301
-123.066261465288,47.2214836847314
-122.646287862724,48.0931552077077
-122.427930426163,48.1531527474202
-122.49293072312,48.1081511778485
-122.284582225611,47.9748171508209
-122.329588570487,48.0664846157622
-122.667931651394,47.8331486174663
-122.996262288006,47.3748165139761
-123.064597348579,47.3581493011502
-122.864618200006,47.6964869635853
-122.857940455884,47.7764809019437
-122.866285903904,47.7114868641568
-122.354568423448,47.3831548487631
-123.027927810365,47.2498172189025
-122.626282436409,47.9998189052617
-122.584608804643,48.2331545585607
-122.309585599967,48.0231504481398
-122.531261956809,48.0248151841731
-122.531263326208,48.0514826264189
-122.537931911237,48.0798167230815
-122.551267235819,48.1031506463236
-122.696259588184,47.3398236637772
-122.419572219358,47.5048205231138
-122.601252081841,47.6631511559957
-122.587916854236,47.6398181087892
-122.622920946454,47.2114917650277
-122.241247146288,47.9714842900107
-122.599571899497,47.1948197470867
-122.697923669623,47.2598242594189
-122.716257165483,47.2298241558555
-122.711257068599,47.2464908572714
-122.657908241166,47.2798189847769
-122.684590371039,47.2748242616542
-122.70792578374,47.3131570611161
-122.666255656812,47.2264913611126
-122.641254955592,47.2381582644416
-122.654588656919,47.2348247628178
-122.829596782927,47.2281569434488
-122.816264500023,47.3098230491367
-122.811265609463,47.3531559519228
-122.532930820226,48.0648163277281
-122.504606163086,48.2798224574865
-122.437912001455,47.7931520314968
-122.622921048403,47.2198250654671
-122.461240636043,47.5331534651161
-122.474574207108,47.5231534180763
-122.427916529544,47.271493689377
-122.439583532965,47.2781601884645
-122.471251039179,47.2831598852895
-122.441250637533,47.2964934892575
-122.464584340075,47.291493286456
-122.469584643219,47.3014931864426
-122.396241148362,47.716486407017
-122.807928572112,47.1964904441548
-122.894600075199,47.1514903324022
-122.938348178589,47.1366721968856
-122.909586347855,47.1714847303731
-122.954589104473,47.1731513046798
-122.987924160009,47.1564846653929
-123.027924783722,47.1164846949624
-122.924600765155,47.0881572258539
-122.924588491015,47.24981773287
-123.074594768723,47.2114836822106
-123.051261368425,47.2348170686136
-123.031259009407,47.1531511097485
-122.989604074143,47.0831572185521
-122.892919052962,47.1964846749989
-122.597926934059,47.8748156246943
-122.834581548219,47.133151617735
-122.876265774271,47.1598237348253
-122.462909603912,47.6831528643742
-122.921268075876,47.1364903287292
-122.626262060183,47.8581488231058
-122.481244139281,47.7248192798547
-122.244580479299,47.9698175952716
-122.271248496689,47.9764839157056
-122.309583183532,47.9748169324191
-122.339584333037,47.9748166703368
-122.334582882395,47.9498170659986
-122.30124865232,47.9564839225156
-122.256247350961,47.9648175252616
-122.312917044311,47.9814834819947
-122.296250282839,47.993150133227
-122.334585064762,47.9931497858976
-122.35292044424,48.0181499573011
-122.289584318529,48.0131503993836
-122.266249286696,47.9964837021536
-122.319587081362,48.0448175265613
-122.394594351781,48.1281523091326
-122.366255458331,48.0414837405209
-122.302919321773,48.0348174368438
-122.231246884559,47.9731510662408
-122.351253509572,48.0148165631513
-122.272916820941,48.0081504385466
-122.249581539525,47.988150627691
-122.236246976585,47.971484357999
-122.237913654253,47.9698176855021
-122.267914168359,47.958150841397
-122.286248165132,47.9581506866476
-122.322915255789,47.9381506546006
-122.24791391109,47.9681509009508
-122.227913779077,47.9798177036285
-122.229580437171,47.9798176804421
-122.292915696996,47.9698171447262
-122.341250507888,47.963150151412
-122.284582761096,47.9856503378892
-122.247913668887,47.963150963338
-122.251247078964,47.9631509190621
-122.256247839969,47.9748173983427
-122.247914556966,47.9814840745848
-122.236247526746,47.9831508775697
-122.2329137974,47.9764843437695
-122.26791457768,47.9664840739092
-122.292916027562,47.9764837257842
-122.32791720228,47.9731501255258
-122.289581426742,47.9548173727857
-122.316250889283,47.98981666786
-122.271249234399,47.9914837213423
-122.239580864954,47.981484191047
-122.247914476231,47.9798174253806
-122.321254518137,48.0581511479311
-122.242913823039,47.9698176178285
-122.246246994276,47.9648176347858
-122.26624830495,47.9764839595336
-122.284582143229,47.9731505028105
-122.289582829884,47.9831503264551
-122.231247195268,47.9798176572544
-122.279581376213,47.9614840392366
-122.306249506642,47.9698170294262
-122.311250529876,47.9864834284219
-122.294585178089,48.0264839911058
-122.281250197391,48.003150254458
-122.262914305164,47.9648174682016
-122.36625486202,48.0298167907592
-122.309584098289,47.993150012417
-122.284582967052,47.9898169529154
-122.359587814907,48.0281501372871
-122.327918541958,47.9998164232275
-122.336255199788,48.0598177407364
-122.476243870662,47.7181526601116
-122.44624288281,47.7198194731542
-122.584582966206,47.6331515126971
-122.787933149202,47.6764818954501
-122.3899994,47.7089005
-122.42402,47.681767
-122.4529,47.684822
-122.4468,47.610653
-122.44736,47.63732
-122.42179,47.642323
-122.448746,47.65899
-122.45013,47.710655
-122.49124,47.64399
-122.43179,47.55982
-122.421234,47.569817
-122.43179,47.58482
-122.38457,47.605373
-122.390274,47.70889
-122.38778,47.73
-122.4118,47.757874
-122.40013,47.77315
-122.40736,47.789265
-122.408615,47.704445
-122.42013,47.80315
-122.44013,47.541485
-122.322916007959,47.9531504465112
-122.642930119015,47.8548153109151
-122.724602343686,47.788148459072
-122.467909029038,47.6331530328345
-122.46124169305,47.604819852285
-122.471241843318,47.5931531688123
-122.43290831625,47.6631531055028
-122.462907905478,47.5681533167507
-122.477907861244,47.5331533582619
-122.482909669861,47.6431529103547
-122.444581367679,47.8414845600454
-122.629595839964,47.8631486985438
